6538202;Ernest Davis;;;;;;;;;;;;;978-1-55860-033-1;;books/daglib/0066824;2011-05-05;;;;I-XXIII, 1-515;Morgan Kaufmann;;;;notThenot Morgan Kaufmann series in representation and reasoning;;;;Representations of commonsense knowledge.;;;1990
6538203;Kennet Karlsson;;;;;;;;;;https://d-nb.info/942923782;;;978-3-8265-0399-3;;books/daglib/0076711;2021-07-17;;;;I-X, 1-136;Shaker;;;Darmstadt University of Technology, Germany;Berichte aus der Informatik;;;;Ein interaktives System zur visuellen Analyse von Simulationsergebnissen.;;;1995
6538204;Joy A. Thomas|Thomas M. Cover;;;;;;;;;;http://www.elementsofinformationtheory.com/;;;978-0-471-24195-9;;books/daglib/0016881;2019-07-10;;;;I-XXIII, 1-748;Wiley;;;;;;;;Elements of information theory (2. ed.).;;;2006
6538205;David W. South;;;;;;;;;;;;;978-0-8493-2444-4;;books/daglib/0080052;2011-04-29;;;;I-VII, 1-302;CRC Press;;;;;;;;The computer and information science and technology abbreviations and acronyms dictionary.;;;1994
6538206;Clark Glymour|Peter Spirtes|Richard Scheines;;;;;;;;;;;;;978-0-262-19440-2;;books/daglib/0023012;2019-07-18;;;;I-XXI, 1-543;MIT Press;;;;Adaptive computation and machine learning;;;;Causation, Prediction, and Search, Second Edition.;;;2000
6538207;Danny C. Sorensen|Henk A. van der Vorst|Iain S. Duff|Jack J. Dongarra;;;;;;;;;;;;;978-0-89871-270-4;;books/daglib/0067944;2011-08-29;;;;I-X, 1-256;SIAM;;;;;;;;Solving linear systems on vector and shared memory computers.;;;1991
6538208;Regina Müller;;;;;;;;;;;;;978-3-89864-187-6;;books/daglib/0008781;2011-04-07;;;;I-VII, 1-336;dpunkt.verlag;;;;;;;;ActionScript für Programmierer - mit Flash anspruchsvolle Anwendungen erstellen.;;;2003
6538209;Aulikki Hyrskykari|Dan Witzner Hansen|Hirotaka Aoki|John Paulin Hansen|Kari-Jouko Räihä|Mick Donegan|Päivi Majaranta;;0000-0001-5639-975X|0000-0002-3010-9408;;;;;;;;https://doi.org/10.4018/978-1-61350-098-9|https://www.wikidata.org/entity/Q61449992;;;978-1-613-50098-9;;books/daglib/0036998;2019-09-16;;;;I-XIX, 1-398;IGI Global;;;;;;;;Gaze Interaction and Applications of Eye Tracking - Advances in Assistive Technologies.;;;2012
6538210;Bernhard Mechler;;;;;;;;;;;;;978-3-89319-668-5;;books/daglib/0074169;2011-04-08;;;;1-237;Addison-Wesley;;;;;;;;Intelligente Informationssysteme.;;;1995
6538212;Giorgio C. Buttazzo|Marko Bertogna|Sanjoy K. Baruah;;;;;;;;;;https://doi.org/10.1007/978-3-319-08696-5;;;978-3-319-08695-8;;books/daglib/0034893;2017-05-16;;;;I-XV, 1-228;Springer;;;;Embedded Systems;;;;Multiprocessor Scheduling for Real-Time Systems.;;;2015
6538213;Daniel P. Friedman|Matthias Felleisen;;;;;;;;;;;;;978-0-262-56115-0;;books/daglib/0096035;2011-04-28;;;;I-XIV, 1-179;MIT Press;;;;;;;;A little Java, a few patterns.;;;1996
6538214;Hans-Peter Wiedling;;;;;;;;;;https://d-nb.info/931344468;;;978-3-86111-630-1;;books/daglib/0071010;2021-07-17;;;;I-IV, 1-165;Shaker;;;Darmstadt University of Technology, Germany;Reihe Informatik;;;;Konzeption und Realisierung eines offenen Systems zur Integration von Daten und Operationen in der Druckvorstufe.;;;1993
6538215;Francisco Guerra Vázquez|Hubertus Th. Jongen|Jürgen Guddat;;;;;;;;;;;;;978-0-471-92807-2;;books/daglib/0068029;2011-05-03;;;;I-VIII, 1-191;Teubner;;;;;;;;Parametric optimization - singularities, pathfollowing and jumps.;;;1990
6538216;Mark G. Sobell;;;;;;;;;;;;;978-0-201-70313-9;;books/daglib/0008091;2011-02-03;;;;I-XLVII, 1-1565;Addison-Wesley-Longman;;;;;;;;A practical guide to Red Hat Linux 8.;;;2003
6538217;Chris Dale|Felix Redmill;;;Life Cycle Management For Dependability;;;;;;;https://doi.org/10.1007/978-1-4471-0939-6;;;978-3-540-76073-3;;books/daglib/0087899;2019-06-24;;;;;Springer;;;;;;;;Life Cycle Management For Dependability;;;1997
6538219;Sasu Tarkoma;;;;;;;;;;;;;978-1-439-81371-3;;books/daglib/0025087;2011-02-04;;;;I-XIII, 1-245;CRC Press;;;;;;;;Overlay Networks - Toward Information Networking.;;;2010
6538220;Daniel P. Siewiorek|Robert S. Swarz;;;;;;;;;;;;;978-0-13-772419-2;;books/daglib/0070646;2011-05-02;;;;I-IXI, 1-908;Digital;;;;;;;;Reliable computer systems - design and evaluation (2. ed.).;;;1992
6538221;James B. Martin;;;;;;;;;;;;;978-0-13-720871-5;;books/daglib/0072477;2011-04-29;;;;I-XX, 1-412;Prentice Hall;;;;notThenot James Martin Books;;;;Principles of object-oriented analysis and design.;;;1993
6538222;Christian Benvenuti;;;;;;;;;;http://www.oreilly.de/catalog/understandlni/index.html;;;978-0-596-00255-8;;books/daglib/0015057;2011-04-06;;;;I-XXIV, 1-1035;O'Reilly;;;;;;;;Understanding Linux network internals - guided tour to networking on Linux.;;;2005
6538224;Leandro Nunes de Castro;;;;;;;;;;;;;978-1-58488-643-3;;books/daglib/0022411;2019-07-12;;;;1-662;Chapman & Hall;;;;Chapman and Hall / CRC computer and information science series;;;;Fundamentals of Natural Computing - Basic Concepts, Algorithms, and Applications.;;;2006
6538226;Andrew Zanevsky|Kevin E. Kline|Lee Gould;;;;;;;;;;;;;978-1-56592-401-7;;books/daglib/0097329;2011-04-20;;;;I-XXVI, 1-807;O'Reilly;;;;;;;;Transact-SQL programming - Microsoft SQL server 6.5 / 7.0 and Sybase adaptive server 11.5.;;;1999
6538227;Allen L. Mann|Gabriel Sandu|Merlijn Sevenster;;;;;;;;;;http://www.cambridge.org/us/knowledge/isbn/item6217537/?site_locale=en_US;;;978-0-521-14934-1;;books/daglib/0030201;2013-01-09;;;;I-VI, 1-208;Cambridge University Press;;;;London Mathematical Society lecture note series;;;;Independence-Friendly Logic - a Game-Theoretic Approach.;;386;2011
6538228;Daniel P. Bovet|Marco Cesati;;;;;;;;;;http://www.oreilly.de/catalog/understandlk/index.html;;;978-0-596-00565-8;;books/daglib/0014796;2011-04-01;;;;I-XVI, 1-923;O'Reilly;;;;;;;;Understanding the Linux Kernel - from I/O ports to process management: covers version 2.6 (3. ed.).;;;2005
6538229;Leendert Ammeraal;;;;;;;;;;;;;978-0-471-92014-4;;books/daglib/0067371;2011-05-05;;;;I-VIII, 1-254;Wiley;;;;;;;;Interactive 3D computer graphics.;;;1988
6538230;Vlad Atanasiu;;;;;;;;;;http://www.crcpress.com/product/isbn/9781466591905;;;978-1-4665-9190-5;;books/daglib/0032238;2013-12-16;;;;I-IX, 1-198;CRC Press;;;;;;;;Expert Bytes - Computer Expertise in Forensic Documents: Players, Needs, Resources and Pitfalls.;;;2014
6538231;Ralf Lankau;;;;;;;;;;;;;;;books/daglib/0017570;2011-03-21;;;;I-XIII, 1-354;dpunkt.verlag;;;;;;;;Lehrbuch Mediengestaltung - Grundlagen der Kommunikation und Visualisierung.;;;2007
6538232;Mikhail A. Frumkin;;;;;;;;;;;;;978-0-7923-1708-1;;books/daglib/0077337;2019-07-18;;;;I-XI, 1-319;Kluwer;;;;Mathematics and its applications;;;;Systolic computations.;;83;1992
6538233;Pierre Baldi|Søren Brunak;;;;;;;;;;;;;978-0-262-02442-6;;books/daglib/0002479;2011-04-18;;;;1-44;MIT Press;;;;;;;;Bioinformatics - the machine learning approach.;;;2000
6538234;Berthold Daum;;;;;;;;;;;;;978-3-89864-376-4;;books/daglib/0015545;2011-03-23;;;;I-XI, 1-268;dpunkt.verlag;;;;;;;;Das Eclipse-Codebuch - 182 Tipps, Tricks und Lösungen für Eclipse-spezifische Probleme.;;;2006
6538236;Andrew R. King|Oded Regev 0002;;;;;;;;;;;;;978-0-521-48369-8;;books/daglib/0018245;2017-03-20;;;;I-XI, 1-317;Cambridge University Press;;;;;;;;Physics with answers - 500 problems and solutions.;;;1997
6538237;Masashi Sugiyama|Taiji Suzuki|Takafumi Kanamori;;;;;;;;;;http://www.cambridge.org/de/academic/subjects/computer-science/pattern-recognition-and-machine-learning/density-ratio-estimation-machine-learning?format=HB;;;978-0-521-19017-6;;books/daglib/0034862;2015-03-04;;;;I-XII, 1-329;Cambridge University Press;;;;;;;;Density Ratio Estimation in Machine Learning.;;;2012
6538238;Marcus A. Magnor;;;;;;;;;;;;;978-1-56881-244-1;;books/daglib/0017579;2011-04-06;;;;I-XIII, 1-197;A K Peters;;;;;;;;Video-based rendering.;;;2005
6538239;Dan Saffer;;;;;;;;;;http://www.oreilly.de/catalog/9780596518394/index.html;;;978-0-596-51839-4;;books/daglib/0021991;2011-03-16;;;;1-268;O'Reilly;;;;;;;;Designing gestural interfaces - touchscreens and interactive devices.;;;2008
6538240;Alka Jarvis|Raymond Kehoe;;;;;;;;;;;;;978-0-387-94568-2;;books/daglib/0080852;2011-04-08;;;;I-XIII, 1-229;Springer;;;;;;;;ISO 9000-3 - a tool for software product and process improvement.;;;1996
6538241;Ray Lischner;;;;;;;;;;;;;978-0-596-00298-5;;books/daglib/0008700;2011-04-07;;;;I-XIV, 1-791;O'Reilly;;;;;;;;C++ in a nutshell - a language and library reference: covers ISO / IEC 14882 standard.;;;2003
6538242;Bert Jüttler|Tor Dokken;;;;;;;;;;http://www.springer.com/computer/swe/book/978-3-540-23274-2;;;978-3-540-23274-2;;books/daglib/0012251;2011-02-06;;;;I-VI, 1-237;Springer;;;;;;;;Computational methods for algebraic spline surfaces - ESF exploratory workshop.;;;2005
6538243;Eric Faulkner|Tony Northrup;;;;;;;;;;http://www.oreilly.de/catalog/homehpfg/index.html;;;978-0-596-00405-7;;books/daglib/0012286;2011-04-01;;;;I-XIV, 1-319;O'Reilly;;;;;;;;Home hacking projects - for geeks.;;;2005
6538244;A. Robert Schwab|Anthony J. Fabbri;;;;;;;;;;;;;978-0-534-98567-7;;books/daglib/0098582;2011-04-29;;;;I-XIII, 1-498;PWS-KENT Publishing Company;;;;;;;;Practical database management.;;;1992
6538245;Edward Kit;;;;;;;;;;;;;978-0-201-87756-4;;books/daglib/0082469;2011-04-28;;;;I-XIV, 1-252;Addison-Wesley;;;;;;;;Software testing in the real world - improving the process.;;;1995
6538246;Markus Weinländer;;;;;;;;;;;;;978-3-528-05497-7;;books/daglib/0079709;2011-04-27;;;;I-XII, 1-262;Vieweg;;;;;;;;Entwicklung paralleler Betriebssysteme - Design und Implementierung von Multithreading-Konzepten in C++.;;;1995
6538247;Utpal Banerjee;;;;;;;;;;;;;978-0-89838-289-1;;books/daglib/0077330;2019-07-12;;;;I-X, 1-155;Kluwer;;;;The Kluwer international series in engineering and computer science;;;;Dependence analysis for supercomputing.;;60;1988
6538248;Dov M. Gabbay;;;;;;;;;;;;;978-0-13-726365-3;;books/daglib/0005778;2011-04-15;;;;I-XIV, 1-365;Prentice Hall;;;;Prentice Hall series in computer science;;;;Elementary logics - a procedural perspective.;;;1998
6538249;Reinhard Rauhut;;;;;;;;;;;;;978-3-527-30355-7;;books/daglib/0006104;2011-04-15;;;;I-IX, 1-286;Wiley-VCH;;;;;;;;Bioinformatik - Sequenz-Struktur-Funktion.;;;2001
6538250;Bryan Costales|Eric Allman;;;;;;;;;;http://www.oreilly.de/catalog/sendmail3/index.html;;;978-1-56592-839-8;;books/daglib/0007803;2011-04-15;;;;I-XXIV, 1-1205;O'Reilly;;;;;;;;Sendmail - building, installing, and aministering sendmail (3. ed.).;;;2002
6538251;Herman T. Tavani;;;;;;;;;;;;;978-0-471-99803-7;;books/daglib/0017766;2011-03-21;;;;I-XXVIII, 1-396;Wiley;;;;;;;;Ethics and technology - ethical issues in an age of information and communication technology (2. ed.).;;;2007
6538252;Philipp Koehn;;;;;;;;;;http://www.statmt.org/book/;;;978-0-521-87415-1;;books/daglib/0032677;2019-06-25;;;;I-XII, 1-433;Cambridge University Press;;;;;;;;Statistical Machine Translation.;;;2010
6538253;Al Kelley|Ira Pohl;;;;;;;;;;;;;978-0-8053-1677-3;;books/daglib/0079445;2011-04-27;;;;I-XIX, 1-636;Benjamin/Cummings;;;;;;;;A book on C - programming in C (3. ed.).;;;1995
6538254;Alfred V. Aho|Jeffrey D. Ullman;;;;;;;;;;;;;978-3-8266-0242-9;;books/daglib/0074359;2011-04-08;;;;1-1042;International Thomson;;;;Informatik Lehrbuchreihe;;;;Informatik - Datenstrukturen und Konzepte der Abstraktion.;;;1996
6538255;Dan Pilone|Russ Miles;;;;;;;;;;http://www.oreilly.com/catalog/9780596527358/index.html#top;;;978-0-596-52735-8;;books/daglib/0019727;2011-02-10;;;;I-XXXVI, 1-459;O'Reilly;;;;;;;;Head first software development - a brain friendly guide.;;;2008
6538256;Ute Claussen;;;;;;;;;;;;;978-3-540-57937-3;;books/daglib/0082350;2011-04-15;;;;I-XVI, 1-256;Springer;;;;Springer-Lehrbuch;;;;Objektorientiertes Programmieren - mit Beispielen und Übungen in C++ (2. Aufl.).;;;1998
6538257;Matt Welsh|Matthias Kalle Dalheimer;;;;;;;;;;http://www.oreilly.de/catalog/runlinux5/index.html;;;978-0-596-00760-7;;books/daglib/0015060;2011-04-06;;;;I-XVIII, 1-951;O'Reilly;;;;;;;;Running Linux - a distribution-neutral guide for servers and desktops: revised and expanded (5. ed.).;;;2005
6538258;Clive Poole|Izzat Darwazeh;;;;;;;;;;;;;978-0-12-407823-9;;books/daglib/0041171;2017-06-13;;;;I-XXIII, 1-642;Elsevier;;;;;;;;Microwave Active Circuit Analysis and Design.;;;2015
6538259;William Aspray;;;;;;;;;;http://mitpress.mit.edu/catalog/item/default.asp?ttype=2&tid=4961;;;978-0-262-01121-1;;books/daglib/0070934;2011-03-25;;;;I-XVII, 1-376;MIT Press;;;;History of computing;;;;John von Neumann and the origins of modern computing.;;;1990
6538260;Geoffrey T. LeBlond|Michael A. Kittel;;;;;;;;;;http://www.oreilly.de/catalog/aspnetckbk/index.html;;;978-0-596-00378-4;;books/daglib/0011555;2011-04-12;;;;I-XX, 1-824;O'Reilly;;;;;;;;ASP.NET cookbook - the ultimate ASP.NET code sourcebook: covers ASP.NET 1.1.;;;2004
6538261;Beverly M. Scherf|Susan B. Peck;;;;;;;;;;;;;978-1-56592-279-2;;books/daglib/0087728;2011-04-26;;;;I-XII, 1-246;O'Reilly;;;;;;;;Building your own web conferences - includes WebBoard version 2.0 software for Windows 95 and Windows NT.;;;1997
6538262;Alexander Shen|Israel M. Gelfand;;;;;;;;;;http://www.springer.com/birkhauser/mathematics/book/978-0-8176-3737-8;;;978-0-8176-3677-7;;books/daglib/0028066;2012-01-03;;;;1-153;Birkhäuser;;;;;;;;Algebra.;;;1993
6538263;Christos H. Papadimitriou;;;;;;;;;;;;;978-0-262-66191-1;;books/daglib/0015083;2011-03-25;;;;1-284;MIT Press;;;;;;;;Turing - a novel about computation.;;;2005
6538264;Detlef Witt-Schleuer|Stefan Grunwald|Thoralf Freitag;;;;;;;;;;;;;978-3-936931-23-5;;books/daglib/0011883;2011-02-06;;;;1-239;Heise;;;;;;;;Zertifizierung im IT-Weiterbildungssystem - das Prüfungshandbuch.;;;2005
6538265;Valentin Goranko;;;;;;;;;;http://eu.wiley.com/WileyCDA/WileyTitle/productCd-1118880005.html;;;978-1-118-88000-5;;books/daglib/0040480;2017-03-08;;;;1-358;Wiley;;;;;;;;Logic as a Tool - A Guide to Formal Logical Reasoning.;;;2016
6538266;Gilles Brassard|Paul Bratley;;;;;;;;;;;;;978-0-13-335068-5;;books/daglib/0000759;2011-04-08;;;;I-XIX, 1-524;Prentice Hall;;;;;;;;Fundamentals of algorithms.;;;1996
6538267;Jean-Claude Falmagne|Jean-Paul Doignon;;;;;;;;;;;;;978-3-540-64501-6;;books/daglib/0095310;2011-04-21;;;;I-XV, 1-333;Springer;;;;;;;;Knowledge spaces.;;;1998
6538268;Dorina C. Petriu|José Merseguer|Simona Bernardi 0001;;;;;;;;;;;;;978-3-642-39511-6;;books/daglib/0032902;2020-10-12;;;;I-XVI, 1-187;Springer;;;;;;;;Model-Driven Dependability Assessment of Software Systems.;;;2013
6538269;Dan Pilone;;;;;;;;;;http://www.oreilly.de/catalog/uml2pr/index.html;;;978-0-596-10208-1;;books/daglib/0015921;2011-03-23;;;;I-VII, 1-128;O'Reilly;;;;;;;;UML 2.0 - pocket reference: UML syntax and usage.;;;2006
6538270;Kevin Wayne|Robert Sedgewick;;;;;;;;;;;;;978-0-1343-8468-9;;books/daglib/0037819;2016-05-10;;;;I-XIII, 1-955;Addison-Wesley;;;;;;;;Algorithms (Fourth edition deluxe).;;;2016
6538274;Werner Brecht;;;;;;;;;;;;;978-3-528-15329-8;;books/daglib/0088194;2011-04-28;;;;I-XI, 1-236;Vieweg;;;;;;;;Einführung in UNIX - ein Lehr- und Arbeitsbuch für Studium und Praxis (2. Aufl.).;;;1996
6538275;Adrian Specker;;;;;;;;;;;;;978-3-7281-2984-0;;books/daglib/0011893;2019-07-12;;;;1-433;vdf;;;;Wirtschaftsinformatik;;;;Modellierung von Informationssystemen - ein methodischer Leitfaden zur Projektabwicklung, 2. Auflage.;;;2005
6538277;Michiel van Genuchten;;;;;;;;;;;;;978-0-7923-1751-7;;books/daglib/0077345;2011-05-02;;;;I-VIII, 1-176;Kluwer;;;;;;;;Towards a software factory.;;;1992
6538278;Anuja Banerjee|Krishnendu Chakrabarty;;;;;;;;;;;;;978-3-8433-7359-3;;books/daglib/0035472;2015-07-14;;;;1-165;LAP Lambert Academic Publishing;;;;;;;;Test Infrastructure Design - for Digital, Mixed-Signal and Hierarchical SOCs.;;;2011
6538279;Daniel J. Koch|Michael Friedewald|Oliver Raabe|Peter Georgieff|Peter Neuhäusler;;;;;;;;;;;;;978-3-8360-8131-3;;books/daglib/0031007;2013-05-31;;;;1-300;Edition sigma;;;;Studien des Büros für Technikfolgen-Abschätzung beim Deutschen Bundestag;;;;Ubiquitäres Computing - das Internet der Dinge: Grundlagen, Anwendungen, Folgen.;;31;2010
6538280;Roland Vollmar|Thomas Worsch;;;;;;;;;;;;;978-3-519-02138-4;;books/daglib/0077801;2011-04-12;;;;I-VIII, 1-215;Teubner;;;;Leitfaeden der Informatik;;;;Modelle der Parallelverarbeitung - eine Einführung.;;;1995
6538281;J. Stanley Warford;;;;;;;;;;;;;978-0-7637-3239-4;;books/daglib/0019543;2011-04-06;;;;I-XXII, 1-43;Jones and Bartlett Publishers;;;;;;;;Computer systems, 3rd Edition.;;;2005
6538282;Anthony Molinaro;;;;;;;;;;http://www.oreilly.de/catalog/sqlckbk/index.html;;;978-0-596-00976-2;;books/daglib/0015064;2011-04-06;;;;I-XXIX, 1-595;O'Reilly;;;;;;;;SQL cookbook - query solutions and techniques for database developers: covers SQL Server, PostgreSQL, Oracle, MySQL, and DB2.;;;2005
6538283;Arnold Robbins;;;;;;;;;;;;;978-1-56592-497-0;;books/daglib/0096708;2011-04-20;;;;I-V, 1-66;O'Reilly;;;;;;;;vi editor - pocket reference: Unix text processing.;;;1999
6538284;Martin Helmut Alt;;;;;;;;;;https://d-nb.info/951311719;;;978-3-930714-25-4;;books/daglib/0090588;2021-08-23;;;;I-XVII, 1-249;Pirrot;;;Saarland University;;;;;On parallel compilation.;;;1997
6538285;James D. Meiss;;;;;;;;;;;;;978-0-89871-635-1;;books/daglib/0020204;2019-07-09;;;;I-XXI, 1-412;SIAM;;;;Mathematical modeling and computation;;;;Differential dynamical systems.;;14;2007
6538286;Andy Oakley;;;;;;;;;;http://www.oreilly.de/catalog/msh/index.html;;;978-0-596-10009-4;;books/daglib/0015065;2011-04-06;;;;I-XVII, 1-185;O'Reilly;;;;;;;;Monad - introducing the new MSH command shell and language for Windows.;;;2005
6538287;Hao Yu 0001|Ruijing Shen|Sheldon X.-D. Tan;;;;;;;;;;https://doi.org/10.1007/978-1-4614-0788-1;;;978-1-4614-0787-4;;books/daglib/0035475;2018-04-24;;;;I-XXIX, 1-305;Springer;;;;;;;;Statistical Performance Analysis and Modeling Techniques for Nanometer VLSI Designs.;;;2012
6538288;Frank M. Brown;;;;;;;;;;;;;978-0-7923-9121-0;;books/daglib/0067186;2011-05-03;;;;I-XVIII, 1-273;Kluwer;;;;;;;;Boolean reasoning - the logic of boolean equations.;;;1990
6538289;Dave Hellens|Maureen Firlej;;;;;;;;;;;;;978-0-13-516528-7;;books/daglib/0067121;2011-04-07;;;;I-VIII, 1-188;Prentice Hall;;;;;;;;Knowledge elicitation - a practical handbook.;;;1991
6538290;Riccardo Poli|William B. Langdon;;;;;;;;;;http://www.springer.com/computer/swe/book/978-3-540-42451-2;;;978-3-540-42451-2;;books/daglib/0006025;2011-02-03;;;;I-XV, 1-260;Springer;;;;;;;;Foundations of genetic programming.;;;2002
6538291;Colin J. Theaker|David Gareth Evans|Derrick Morris|Peter N. Green;;;Object Oriented Computer Systems Engineering;;;;;;;https://doi.org/10.1007/978-1-4471-1015-6;;;978-3-540-76020-7;;books/daglib/0083129;2019-06-25;;;;;Springer;;;;Applied Computing;;;;Object Oriented Computer Systems Engineering;;;1996
6538292;Douglas K. Van Duyne|James A. Landay|Jason I. Hong;;;;;;;;;;http://vig.pearsoned.com/store/product/1,1207,store-12521_isbn-0131345559,00.html;;;978-0-13-134555-3;;books/daglib/0024149;2011-03-23;;;;I-XXXI, 1-981;Prentice Hall;;;;;;;;The Design of Sites - Patterns for Creating Winning Web Sites (2. ed.).;;;2007
6538293;Lei Ying|Ramakrishnan Srikant;;;;;;;;;;http://www.cambridge.org/de/academic/subjects/engineering/communications-and-signal-processing/communication-networks-optimization-control-and-stochastic-networks-perspective?format=HB;;;978-1-10-703605-5;;books/daglib/0041175;2017-06-13;;;;I-XII, 1-352;Cambridge University Press;;;;;;;;Communication Networks - An Optimization, Control, and Stochastic Networks Perspective.;;;2008
6538294;Bernd Heinrichs;;;;;;;;;;https://d-nb.info/942457099;;;978-3-540-58351-6;;books/daglib/0076142;2021-07-17;;;;I-XI, 1-264;Springer;;;RWTH Aachen University, Germany;;;;;Transfersysteme zur Hochleistungskommunikation.;;;1994
6538295;Michael Milton;;;;;;;;;;http://www.oreilly.de/catalog/9780596807696/index.html;;;978-0-596-80769-6;;books/daglib/0024299;2011-02-04;;;;I-XXXVI, 1-402;O'Reilly;;;;;;;;Head First Excel - A Brain-Friendly Guide.;;;2010
6538296;Roger W. Hockney;;;;;;;;;;;;;978-0-89871-363-3;;books/daglib/0090459;2019-07-19;;;;I-XIV, 1-129;SIAM;;;;Software, environments, tools;;;;The science of computer benchmarking.;;;1995
6538297;Gérard Dreyfus;;;;;;;;;;https://doi.org/10.1007/3-540-28847-3;;;978-3-540-22980-3;;books/daglib/0014628;2017-05-16;;;;I-XVIII, 1-497;Springer;;;;;;;;Neural networks - methodology and applications.;;;2005
